SITE NAME,CHRONOLOGY,SITE TYPE,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,URL,LATITUDE,LONGITUDE
S28 Skallary,Neolithic / Bronze Age,Stone Circle,"Clearance Cairn (Period Unassigned), Stone Row (Neol/bronze Age)",69447,799134,WESTERN ISLES,http://canmore.org.uk/site/335685,51.965825,-3.6996029
K16 Kiessimul,Neolithic / Bronze Age,Stone Circle,,67357,798835,WESTERN ISLES,http://canmore.org.uk/site/335699,52.466047,-3.2414189
Vs58 South Vatersay,Prehistoric,Stone Circle, (Prehistoric),64863,794481,WESTERN ISLES,http://canmore.org.uk/site/335863,52.861099,-3.4010571
Ecc 2.5/1.8,Prehistoric,Stone Circle,"Cairn (Post Medieval), Cairn (Prehistoric), Clearance Cairn (Prehistoric), Clearance Cairn (Post Medieval)",138050,920950,WESTERN ISLES,http://canmore.org.uk/site/335995,51.931408,-4.7146661
"Ard Mhidhinis, Barra",Neolithic / Bronze Age,Stone Circle,"Stone Setting (Neol/bronze Age)",70470,803675,WESTERN ISLES,http://canmore.org.uk/site/336899,52.21317,-3.2554317
"Skallary, Barra",Neolithic / Bronze Age,Stone Circle,"Stone Setting (Neol/bronze Age)",70004,799025,WESTERN ISLES,http://canmore.org.uk/site/336903,53.254484,-3.9126146
Cochno Hill,Neolithic / Bronze Age,Stone Circle,,249793,675325,WEST DUNBARTONSHIRE,http://canmore.org.uk/site/347292,58.081467,-6.5958464
Corrybeg,Neolithic / Bronze Age,Stone Circle,"Non Antiquity",335712,798339,ABERDEENSHIRE,http://canmore.org.uk/site/351584,57.357727,-2.7659132
North Redhill,Neolithic / Bronze Age,Stone Circle,,356100,846800,MORAY,http://canmore.org.uk/site/351984,56.966111,-7.4495271
Balmeanach,Neolithic / Bronze Age,Stone Circle,,131100,843200,HIGHLAND,http://canmore.org.uk/site/351986,56.964825,-7.4410515
Tillychardoch,Bronze Age,Stone Circle,,350140,804960,ABERDEENSHIRE,http://canmore.org.uk/site/357139,56.960655,-7.4748726
Knowhead,Bronze Age,Stone Circle,,350500,805800,ABERDEENSHIRE,http://canmore.org.uk/site/360389,58.099782,-6.4475238
Syllodioch,21 st Century,Stone Circle,,259056,552758,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/363286,57.006165,-7.4302297
